date, value
2001-01-01,7.15
2001-02-01,7.12
2001-03-01,6.91
2001-04-01,7.12
2001-05-01,7.2
2001-06-01,7.11
2001-07-01,7.03
2001-08-01,6.92
2001-09-01,6.72
2001-10-01,6.64
2001-11-01,7.02
2001-12-01,7.16
2002-01-01,6.96
2002-02-01,6.81
2002-03-01,7.18
2002-04-01,6.88
2002-05-01,6.76
2002-06-01,6.55
2002-07-01,6.34
2002-08-01,6.22
2002-09-01,5.99
2002-10-01,6.31
2002-11-01,6.13
2002-12-01,5.93
2003-01-01,5.9
2003-02-01,5.79
2003-03-01,5.91
2003-04-01,5.79
2003-05-01,5.31
2003-06-01,5.24
2003-07-01,5.94
2003-08-01,6.32
2003-09-01,5.98
2003-10-01,5.94
2003-11-01,5.89
2003-12-01,5.85
2004-01-01,5.68
2004-02-01,5.58
2004-03-01,5.4
2004-04-01,6.01
2004-05-01,6.32
2004-06-01,6.25
2004-07-01,6.08
2004-08-01,5.82
2004-09-01,5.72
2004-10-01,5.64
2004-11-01,5.72
2004-12-01,5.81
2005-01-01,5.66
2005-02-01,5.69
2005-03-01,6.04
2005-04-01,5.78
2005-05-01,5.65
2005-06-01,5.53
2005-07-01,5.77
2005-08-01,5.77
2005-09-01,5.91
2005-10-01,6.15
2005-11-01,6.28
2005-12-01,6.22
2006-01-01,6.12
2006-02-01,6.26
2006-03-01,6.35
2006-04-01,6.58
2006-05-01,6.62
2006-06-01,6.78
2006-07-01,6.72
2006-08-01,6.44
2006-09-01,6.31
2006-10-01,6.4
2006-11-01,6.14
2006-12-01,6.18
2007-01-01,6.25
2007-02-01,6.22
2007-03-01,6.16
2007-04-01,6.16
2007-05-01,6.42
2007-06-01,6.67
2007-07-01,6.69
2007-08-01,6.45
2007-09-01,6.42
2007-10-01,6.33
2007-11-01,6.1
2007-12-01,6.17
2008-01-01,5.68
2008-02-01,6.24
2008-03-01,5.85
2008-04-01,6.03
2008-05-01,6.08
2008-06-01,6.45
2008-07-01,6.52
2008-08-01,6.4
2008-09-01,6.09
2008-10-01,6.46
2008-11-01,5.97
2008-12-01,5.1
2009-01-01,5.1
2009-02-01,5.07
2009-03-01,4.85
2009-04-01,4.78
2009-05-01,4.91
2009-06-01,5.42
2009-07-01,5.25
2009-08-01,5.14
2009-09-01,5.04
2009-10-01,5.03
2009-11-01,4.78
2009-12-01,5.14
2010-01-01,4.98
2010-02-01,5.05
2010-03-01,4.99
2010-04-01,5.06
2010-05-01,4.78
2010-06-01,4.69
2010-07-01,4.54
2010-08-01,4.36
2010-09-01,4.32
2010-10-01,4.23
2010-11-01,4.4
2010-12-01,4.86
2011-01-01,4.8
2011-02-01,4.95
2011-03-01,4.86
2011-04-01,4.78
2011-05-01,4.6
2011-06-01,4.51
2011-07-01,4.55
2011-08-01,4.22
2011-09-01,4.01
2011-10-01,4.1
2011-11-01,3.98
2011-12-01,3.95
2012-01-01,3.98
2012-02-01,3.95
2012-03-01,3.99
2012-04-01,3.88
2012-05-01,3.75
2012-06-01,3.66
2012-07-01,3.49
2012-08-01,3.59
2012-09-01,3.4
2012-10-01,3.41
2012-11-01,3.32
2012-12-01,3.35
2013-01-01,3.53
2013-02-01,3.51
2013-03-01,3.57
2013-04-01,3.4
2013-05-01,3.81
2013-06-01,4.46
2013-07-01,4.31
2013-08-01,4.51
2013-09-01,4.32
2013-10-01,4.1
2013-11-01,4.29
2013-12-01,4.48
2014-01-01,4.32
2014-02-01,4.37
2014-03-01,4.4
2014-04-01,4.33
2014-05-01,4.12
2014-06-01,4.14
2014-07-01,4.12
2014-08-01,4.1
2014-09-01,4.2
2014-10-01,3.98
2014-11-01,3.97
2014-12-01,3.87
2015-01-01,3.66
2015-02-01,3.8
2015-03-01,3.69
2015-04-01,3.68
2015-05-01,3.87
2015-06-01,4.02
2015-07-01,3.98
2015-08-01,3.84
2015-09-01,3.86
2015-10-01,3.76
2015-11-01,3.95
2015-12-01,4.01
2016-01-01,3.79
2016-02-01,3.62
2016-03-01,3.71
2016-04-01,3.66
2016-05-01,3.64
2016-06-01,3.48
2016-07-01,3.48
2016-08-01,3.43
2016-09-01,3.42
2016-10-01,3.47
2016-11-01,4.03
2016-12-01,4.32
2017-01-01,4.19
2017-02-01,4.16
2017-03-01,4.14
2017-04-01,4.03
2017-05-01,3.95
2017-06-01,3.88
2017-07-01,3.92
2017-08-01,3.82
2017-09-01,3.83
2017-10-01,3.94
2017-11-01,3.9
2017-12-01,3.99
2018-01-01,4.15
2018-02-01,4.4
2018-03-01,4.44
2018-04-01,4.58
2018-05-01,4.56
2018-06-01,4.55
2018-07-01,4.54
2018-08-01,4.52
2018-09-01,4.72
2018-10-01,4.86
2018-11-01,4.81
2018-12-01,4.55
2019-01-01,4.46
2019-02-01,4.35
2019-03-01,4.06
2019-04-01,4.2
2019-05-01,3.99
2019-06-01,3.73
2019-07-01,3.75
2019-08-01,3.58
2019-09-01,3.64
2019-10-01,3.78
2019-11-01,3.68
2019-12-01,3.74
2020-01-01,3.51
2020-02-01,3.45
2020-03-01,3.5
2020-04-01,3.23
2020-05-01,3.15
2020-06-01,3.13
2020-07-01,2.99
2020-08-01,2.91
2020-09-01,2.9
2020-10-01,2.81
2020-11-01,2.72
2020-12-01,2.67
2021-01-01,2.73
2021-02-01,2.97
2021-03-01,3.17
2021-04-01,2.98
2021-05-01,2.95
2021-06-01,3.02
2021-07-01,2.8
2021-08-01,2.87
2021-09-01,3.01
2021-10-01,3.14
2021-11-01,3.1
2021-12-01,3.11
2022-01-01,3.55
2022-02-01,3.89
2022-03-01,4.67
2022-04-01,5.1
2022-05-01,5.1
2022-06-01,5.7
2022-07-01,5.3
2022-08-01,5.55
2022-09-01,6.7
2022-10-01,7.08
2022-11-01,6.58
2022-12-01,6.42
2023-01-01,6.13
2023-02-01,6.5
2023-03-01,6.32
2023-04-01,6.43
2023-05-01,6.57
2023-06-01,6.71
2023-07-01,6.81
2023-08-01,7.18
2023-09-01,7.31
2023-10-01,7.79
2023-11-01,7.22
2023-12-01,6.61
2022-10-01,7.08
2022-11-01,6.58
2022-12-01,6.42
2023-01-01,6.13
2023-02-01,6.5
2023-03-01,6.32
2023-04-01,6.43
2023-05-01,6.57
2023-06-01,6.71
2023-07-01,6.81
2023-08-01,7.18
2023-09-01,7.31
2023-10-01,7.79
2023-11-01,7.22
2023-12-01,6.61

